Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
62;19419;"Computers in Human Behavior";journal;"07475632";"Elsevier Ltd";No;No;3,072;Q1;302;275;1155;21301;18050;1142;14,72;77,46;47,54;8;United Kingdom;Western Europe;"Elsevier Ltd";"1985-2026";"Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Computer Science; Psychology"
63;5900153311;"IEEE Journal on Selected Topics in Signal Processing";journal;"19324553, 19410484";"Institute of Electrical and Electronics Engineers Inc.";No;No;3,055;Q1;160;151;322;8383;4263;311;9,01;55,52;23,26;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2007-2026";"Electrical and Electronic Engineering (Q1); Signal Processing (Q1)";"Computer Science; Engineering"
64;25037;"IEEE Transactions on Evolutionary Computation";journal;"1089778X";"Institute of Electrical and Electronics Engineers Inc.";No;No;3,045;Q1;229;334;385;19422;6020;380;15,21;58,15;27,41;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1997-2026";"Computational Theory and Mathematics (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
65;17362;"IEEE Transactions on Knowledge and Data Engineering";journal;"10414347, 15582191";"IEEE Computer Society";No;No;3,025;Q1;233;512;2026;31127;26832;2024;13,08;60,79;28,69;0;United States;Northern America;"IEEE Computer Society";"1989-2026";"Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
66;144912;"IEEE Transactions on Industrial Informatics";journal;"15513203, 19410050";"IEEE Computer Society";No;No;2,983;Q1;239;965;3155;31446;39382;3121;11,60;32,59;26,70;0;United States;Northern America;"IEEE Computer Society";"2005-2026";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Information Systems (Q1)";"Computer Science; Engineering"
67;25534;"IEEE Transactions on Image Processing";journal;"19410042, 10577149";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,982;Q1;363;624;1525;40264;22802;1525;14,58;64,53;30,23;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1992-2026";"Computer Graphics and Computer-Aided Design (Q1); Software (Q1)";"Computer Science"
68;16965;"Internet and Higher Education";journal;"18735525, 10967516";"Elsevier Ltd";No;No;2,970;Q1;131;49;56;3844;658;55;13,42;78,45;49,43;0;United Kingdom;Western Europe;"Elsevier Ltd";"1998-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
69;21100869486;"Computational Visual Media";journal;"20960662, 20960433";"Institute of Electrical and Electronics Engineers Inc.";Yes;Yes;2,965;Q1;36;73;160;4695;2780;153;9,43;64,32;26,52;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2015-2026";"Artificial Intelligence (Q1); Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1)";"Computer Science"
70;21100850798;"npj Computational Materials";journal;"20573960";"Nature Publishing Group";Yes;No;2,943;Q1;113;377;770;25361;9617;766;11,81;67,27;24,25;0;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2026";"Computer Science Applications (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Modeling and Simulation (Q1)";"Computer Science; Engineering; Materials Science; Mathematics"
71;17249;"IEEE Communications Magazine";journal;"15581896, 01636804";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,924;Q1;306;322;703;4262;6303;600;8,64;13,24;23,14;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1979-2026";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
72;21101259019;"Computers and Education Open";journal;"26665573";"Elsevier Ltd";Yes;No;2,903;Q1;37;80;167;5464;2645;166;17,11;68,30;37,50;0;United Kingdom;Western Europe;"Elsevier Ltd";"2021-2026";"Computer Science Applications (Q1); Education (Q1); Human-Computer Interaction (Q1)";"Computer Science; Social Sciences"
73;21100976127;"IEEE Transactions on Intelligent Vehicles";journal;"23798858";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,868;Q1;91;383;1200;20558;14072;1187;11,16;53,68;25,10;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2026";"Artificial Intelligence (Q1); Automotive Engineering (Q1); Control and Optimization (Q1)";"Computer Science; Engineering; Mathematics"
74;26053;"IEEE Transactions on Industrial Electronics";journal;"15579948, 02780046";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,820;Q1;375;1556;4093;46996;41147;4092;9,63;30,20;26,03;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1969, 1973-1978, 1982-2026";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
75;21100262320;"IEEE Transactions on Systems, Man, and Cybernetics: Systems";journal;"21682216, 21682232";"IEEE Advancing Technology for Humanity";No;No;2,806;Q1;196;793;1982;35187;21966;1981;10,55;44,37;30,08;0;United States;Northern America;"IEEE Advancing Technology for Humanity";"1996, 2011, 2013-2026";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
76;21101274787;"Foundations and Trends in Robotics";book series;"19358253, 19358261";"Now Publishers Inc";No;No;2,772;Q1;5;1;8;243;109;8;3,40;243,00;75,00;0;United States;Northern America;"Now Publishers Inc";"2021-2025";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1)";"Computer Science; Engineering"
77;21100827946;"npj Quantum Information";journal;"20566387";"Nature Partner Journals";Yes;No;2,697;Q1;91;193;395;11486;3473;392;8,59;59,51;20,13;0;United Kingdom;Western Europe;"Nature Partner Journals";"2015-2026";"Computational Theory and Mathematics (Q1); Computer Networks and Communications (Q1); Computer Science (miscellaneous) (Q1); Statistical and Nonlinear Physics (Q1)";"Computer Science; Physics and Astronomy"
78;21101101212;"AI Open";journal;"26666510";"KeAi Communications Co.";Yes;No;2,643;Q1;26;21;62;1610;1169;60;10,19;76,67;29,27;0;China;Asiatic Region;"KeAi Communications Co.";"2020-2025";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
79;4700152632;"International Journal of Computer-Supported Collaborative Learning";journal;"15561607, 15561615";"Springer Publishing Company";No;No;2,627;Q1;77;26;65;1652;460;55;6,74;63,54;49,37;1;United States;Northern America;"Springer Publishing Company";"2006-2026";"Education (Q1); Human-Computer Interaction (Q1)";"Computer Science; Social Sciences"
80;5800207673;"ReCALL";journal;"09583440, 14740109";"Cambridge University Press";No;No;2,623;Q1;77;32;71;1635;674;64;8,55;51,09;59,26;0;United Kingdom;Western Europe;"Cambridge University Press";"1989-2026";"Computer Science Applications (Q1); Education (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
81;18378;"IEEE Transactions on Intelligent Transportation Systems";journal;"15580016, 15249050";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,608;Q1;244;1741;4755;90158;57727;4737;11,01;51,79;28,56;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2000-2026";"Automotive Engineering (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
82;27239;"IEEE Network";journal;"08908044, 1558156X";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,580;Q1;167;314;613;4613;5550;586;9,39;14,69;26,42;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1986-2026";"Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
83;13300154706;"Journal of the Association for Information Systems";journal;"15583457, 15369323";"Association for Information Systems";No;No;2,577;Q1;117;61;175;5972;1679;145;8,63;97,90;30,06;1;United States;Northern America;"Association for Information Systems";"2007-2026";"Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
84;21100228068;"Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery";journal;"19424795, 19424787";"John Wiley &amp; Sons Inc.";No;No;2,556;Q1;89;63;120;8523;2391;120;23,45;135,29;31,49;1;United States;Northern America;"John Wiley &amp; Sons Inc.";"2011-2026";"Computer Science (miscellaneous) (Q1)";"Computer Science"
85;15572;"Information Systems Frontiers";journal;"15729419, 13873326";"Springer Netherlands";No;No;2,549;Q1;106;175;389;14950;5881;374;15,40;85,43;30,93;3;Netherlands;Western Europe;"Springer Netherlands";"1999-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
86;21101145520;"Cyborg and Bionic Systems";journal;"20971087, 26927632";"American Association for the Advancement of Science";Yes;Yes;2,535;Q1;41;71;143;4618;2586;142;19,89;65,04;38,14;0;United States;Northern America;"American Association for the Advancement of Science";"2020-2026";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
87;17945;"Bioinformatics";journal;"13674811, 13674803";"Oxford University Press";Yes;No;2,527;Q1;511;669;2583;23223;17404;2574;6,18;34,71;31,74;0;United Kingdom;Western Europe;"Oxford University Press";"1985-2026";"Biochemistry (Q1); Computational Mathematics (Q1); Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Molecular Biology (Q1); Statistics and Probability (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics"
88;21101065916;"Cell Reports Methods";journal;"26672375";"Cell Press";Yes;No;2,518;Q1;32;161;522;9573;2560;470;5,13;59,46;36,60;0;United States;Northern America;"Cell Press";"2021-2026";"Biochemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Genetics (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine"
89;16733;"IEEE Transactions on Medical Imaging";journal;"02780062, 1558254X";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,501;Q1;283;477;993;26190;12479;992;12,19;54,91;29,77;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1982-2026";"Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Radiological and Ultrasound Technology (Q1); Software (Q1)";"Computer Science; Engineering; Health Professions"
90;21101042196;"Artificial Intelligence in Agriculture";journal;"25897217";"KeAi Communications Co.";Yes;No;2,496;Q1;44;58;86;3818;2112;86;21,59;65,83;28,33;0;China;Asiatic Region;"KeAi Communications Co.";"2019-2026";"Agricultural and Biological Sciences (miscellaneous) (Q1); Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Computer Science; Engineering"
91;19700177034;"IEEE Transactions on Affective Computing";journal;"19493045";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,492;Q1;115;281;584;19088;7548;578;11,70;67,93;35,64;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2010-2026";"Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
92;21101107945;"Sustainable Operations and Computers";journal;"26664127";"KeAi Communications Co.";Yes;No;2,470;Q1;32;23;72;1062;1867;72;9,05;46,17;32,20;0;China;Asiatic Region;"KeAi Communications Co.";"2020-2026";"Computer Science Applications (Q1); Global and Planetary Change (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Computer Science; Decision Sciences; Energy; Engineering; Environmental Science"
93;18874;"Journal of Educational Computing Research";journal;"15414140, 07356331";"SAGE Publications Inc.";No;No;2,457;Q1;96;71;204;4887;2080;204;10,35;68,83;46,41;0;United States;Northern America;"SAGE Publications Inc.";"1988, 1990, 1996-2026";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
94;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;2,434;Q1;102;26;83;2904;916;76;10,73;111,69;29,69;0;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
95;100459;"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS";conference and proceedings;"-";"Association for Computing Machinery";No;No;2,419;-;120;191;422;12325;4234;401;10,08;64,53;21,24;0;United States;Northern America;"Association for Computing Machinery";"1973, 1982, 1991-1992, 1994, 1998, 2000, 2002, 2006-2025";"Hardware and Architecture; Information Systems; Software";"Computer Science"
96;18093;"Archives of Computational Methods in Engineering";journal;"18861784, 11343060";"Springer Netherlands";No;No;2,415;Q1;129;290;527;46676;9894;527;18,84;160,95;24,61;2;Netherlands;Western Europe;"Springer Netherlands";"1994-2026";"Applied Mathematics (Q1); Computer Science Applications (Q1)";"Computer Science; Mathematics"
97;25038;"IEEE Transactions on Mobile Computing";journal;"15361233, 15580660";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,397;Q1;170;1027;1794;51157;17130;1794;9,61;49,81;30,03;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2002-2026";"Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1); Software (Q1)";"Computer Science; Engineering"
98;20893;"Transportation Research Part C: Emerging Technologies";journal;"0968090X";"Elsevier Ltd";No;No;2,396;Q1;214;372;1050;22448;11068;1045;9,48;60,34;27,77;1;United Kingdom;Western Europe;"Elsevier Ltd";"1993-2026";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Computer Science Applications (Q1); Management Science and Operations Research (Q1); Transportation (Q1)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
99;22489;"European Journal of Operational Research";journal;"03772217";"Elsevier B.V.";No;No;2,373;Q1;333;523;1961;30280;16161;1951;8,17;57,90;27,82;3;Netherlands;Western Europe;"Elsevier B.V.";"1977-2026";"Computer Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Information Systems and Management (Q1); Management Science and Operations Research (Q1); Modeling and Simulation (Q1)";"Computer Science; Decision Sciences; Engineering; Mathematics"
100;21100854831;"IEEE Transactions on Cognitive Communications and Networking";journal;"23327731";"Institute of Electrical and Electronics Engineers Inc.";No;No;2,359;Q1;75;327;428;15515;3936;427;8,70;47,45;28,62;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2015-2026";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Hardware and Architecture (Q1)";"Computer Science"
101;21080;"Mechanical Systems and Signal Processing";journal;"08883270, 10961216";"Academic Press";No;No;2,342;Q1;241;1751;3137;86535;37523;3127;12,07;49,42;24,70;0;United States;Northern America;"Academic Press";"1987-2026";"Aerospace Engineering (Q1); Civil and Structural Engineering (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Mechanical Engineering (Q1); Signal Processing (Q1)";"Computer Science; Engineering"
102;14490;"Business and Information Systems Engineering";journal;"18670202, 23637005";"Springer Gabler";No;No;2,336;Q1;83;88;150;6830;1978;115;14,27;77,61;28,47;1;Germany;Western Europe;"Springer Gabler";"2009-2026";"Information Systems (Q1)";"Computer Science"
103;26108;"Proceedings - International Symposium on High-Performance Computer Architecture";conference and proceedings;"15300897";"IEEE Computer Society";No;No;2,333;-;111;121;269;8657;2528;257;9,29;71,55;22,78;0;United States;Northern America;"IEEE Computer Society";"1995-2014, 2016-2018, 2021-2025";"Hardware and Architecture";"Computer Science"
104;18158;"Computer Methods in Applied Mechanics and Engineering";journal;"00457825";"Elsevier B.V.";No;No;2,323;Q1;262;770;2164;48764;18937;2159;8,39;63,33;20,96;0;Netherlands;Western Europe;"Elsevier B.V.";"1972-2026";"Computational Mechanics (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Computer Science; Engineering; Physics and Astronomy"
105;21101246232;"Meta-Radiology";journal;"29501628";"KeAi Publishing Communications Ltd.";Yes;No;2,278;Q1;13;33;53;2020;815;49;15,38;61,21;38,78;0;China;Asiatic Region;"KeAi Publishing Communications Ltd.";"2023-2026";"Computer Graphics and Computer-Aided Design (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
106;17956;"Briefings in Bioinformatics";journal;"14774054, 14675463";"Oxford University Press";Yes;No;2,264;Q1;174;801;2005;45989;17322;1990;7,89;57,41;37,51;1;United Kingdom;Western Europe;"Oxford University Press";"2000-2026";"Information Systems (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science"
107;21100448299;"Robotics: Science and Systems";conference and proceedings;"23307668, 2330765X";"MIT Press";No;No;2,250;-;86;0;75;0;527;74;0,00;0,00;0,00;0;United States;Northern America;"MIT Press";"2005, 2007-2022";"Artificial Intelligence; Control and Systems Engineering; Electrical and Electronic Engineering";"Computer Science; Engineering"
108;21100894112;"Journal of Digital Learning in Teacher Education";journal;"21532974, 23327383";"Taylor and Francis Ltd.";No;No;2,242;Q1;39;17;49;718;374;38;9,61;42,24;65,52;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2026";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
109;145681;"Interactive Learning Environments";journal;"10494820, 17445191";"Routledge";No;No;2,240;Q1;93;540;1040;33411;10991;1020;10,53;61,87;44,32;2;United Kingdom;Western Europe;"Routledge";"1990, 1992-1994, 2004-2026";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
110;12303;"Information and Management";journal;"03787206";"Elsevier B.V.";No;No;2,220;Q1;214;117;331;10921;3813;327;9,19;93,34;38,73;0;Netherlands;Western Europe;"Elsevier B.V.";"1977-2026";"Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
